locus	cds_index	gene	product	length_aa
KL665_SAMEA11291	14	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL665_SAMEA11291	15	galF	UDP-glucose pyrophosphorylase	297
KL665_SAMEA11291	16	?	hypothetical protein	105
KL666_SAMEA18888	0	ugd1	UDP-glucose 6-dehydrogenase	84
KL666_SAMEA18888	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL666_SAMEA18888	2	manB	phosphomannomutase	456
KL666_SAMEA18888	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	461
KL666_SAMEA18888	4	?	hypothetical protein	256
KL666_SAMEA18888	5	gtr238	putative glycosyltransferase	360
KL666_SAMEA18888	6	?	hypothetical protein	343
KL666_SAMEA18888	7	gtr23	Glycosyltransferase	380
KL666_SAMEA18888	8	?	hypothetical protein	389
KL666_SAMEA18888	9	wzx_KL108	wzxC lipopolysaccharide biosynthesis protein	426
KL666_SAMEA18888	10	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL666_SAMEA18888	11	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL666_SAMEA18888	12	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL666_SAMEA18888	13	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL666_SAMEA18888	14	?	hypothetical protein	66
KL666_SAMEA18888	15	galF	UDP-glucose pyrophosphorylase	297
KL666_SAMEA18888	16	?	hypothetical protein	107
KL667_SAMEA10634	0	ugd1	UDP-glucose 6-dehydrogenase	92
KL667_SAMEA10634	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL667_SAMEA10634	2	?	hypothetical protein	46
KL667_SAMEA10634	3	gtr349	rhamnosyl transferase	289
KL667_SAMEA10634	4	gtr71	Glycosyl transferase family 2	298
KL667_SAMEA10634	5	?	hypothetical protein	382
KL667_SAMEA10634	6	wzx_KL156-D1	putative flippase	418
KL667_SAMEA10634	7	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	184
KL667_SAMEA10634	8	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL667_SAMEA10634	9	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL667_SAMEA10634	10	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL667_SAMEA10634	11	?	hypothetical protein	628
KL667_SAMEA10634	12	?	hypothetical protein	186
KL667_SAMEA10634	13	?	hypothetical protein	347
KL667_SAMEA10634	14	?	hypothetical protein	314
KL667_SAMEA10634	15	galF	UDP-glucose pyrophosphorylase	298
KL667_SAMEA10634	16	?	hypothetical protein	105
KL668_SAMN326463	0	ugd1	UDP-glucose 6-dehydrogenase	91
KL668_SAMN326463	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL668_SAMN326463	2	?	hypothetical protein	379
KL668_SAMN326463	3	gtr123	putative rhamnosyltransferase	313
KL668_SAMN326463	4	?	hypothetical protein	389
KL668_SAMN326463	5	?	hypothetical protein	384
KL668_SAMN326463	6	wzx_KL131	flippase	413
KL668_SAMN326463	7	?	hypothetical protein	68
KL668_SAMN326463	8	?	hypothetical protein	56
KL668_SAMN326463	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL668_SAMN326463	10	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL668_SAMN326463	11	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL668_SAMN326463	12	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL668_SAMN326463	13	galF	UDP-glucose pyrophosphorylase	298
KL668_SAMN326463	14	?	hypothetical protein	91
KL668_SAMN326463	15	gtr513	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD	293
KL668_SAMN326463	16	?	hypothetical protein	381
KL668_SAMN326463	17	?	hypothetical protein	368
KL668_SAMN326463	18	wzx_KL109	flippase	425
KL668_SAMN326463	19	rmlC_2	dTDP-4-dehydrorhamnose 3,5-epimerase	186
KL668_SAMN326463	20	rmlA_2	Glucose-1-phosphate thymidylyltransferase 2	292
KL668_SAMN326463	21	rmlD_2	dTDP-4-dehydrorhamnose reductase	299
KL668_SAMN326463	22	rmlB_2	dTDP-glucose 4,6-dehydratase 2	361
KL668_SAMN326463	23	?	hypothetical protein	51
KL668_SAMN326463	24	galF_2	UDP-glucose pyrophosphorylase	297
KL668_SAMN326463	25	?	hypothetical protein	85
KL669_SAMN304440	0	galF	UDP-glucose pyrophosphorylase	166
KL669_SAMN304440	1	rmlB	dTDP-glucose 4,6-dehydratase 2	357
KL669_SAMN304440	2	rmlA	Glucose-1-phosphate thymidylyltransferase 2	291
KL669_SAMN304440	3	?	hypothetical protein	131
KL669_SAMN304440	4	atr25	Maltose O-acetyltransferase	153
KL669_SAMN304440	5	?	hypothetical protein	367
KL669_SAMN304440	6	?	hypothetical protein	421
KL669_SAMN304440	7	?	hypothetical protein	413
KL669_SAMN304440	8	?	hypothetical protein	357
KL669_SAMN304440	9	?	hypothetical protein	348
KL669_SAMN304440	10	?	hypothetical protein	270
KL669_SAMN304440	11	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	472
KL669_SAMN304440	12	?	hypothetical protein	173
KL669_SAMN304440	13	?	hypothetical protein	240
KL669_SAMN304440	14	manB	phosphomannomutase	456
KL669_SAMN304440	15	gnd	gluconate-6-phosphate dehydrogenase	167
KL670_SAMN141275	0	galF	UDP-glucose pyrophosphorylase	171
KL670_SAMN141275	1	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	471
KL670_SAMN141275	2	manB	phosphomannomutase	470
KL670_SAMN141275	3	?	hypothetical protein	264
KL670_SAMN141275	4	?	hypothetical protein	407
KL670_SAMN141275	5	?	hypothetical protein	289
KL670_SAMN141275	6	?	hypothetical protein	138
KL670_SAMN141275	7	?	hypothetical protein	1081
KL670_SAMN141275	8	gmd	GDP-D-mannose dehydratase	344
KL670_SAMN141275	9	rmlB	dTDP-glucose 4,6-dehydratase 2	300
KL670_SAMN141275	10	gtr89	Mannosylfructose-phosphate synthase	378
KL670_SAMN141275	11	?	hypothetical protein	371
KL670_SAMN141275	12	?	hypothetical protein	133
KL670_SAMN141275	13	?	hypothetical protein	314
KL670_SAMN141275	14	?	hypothetical protein	666
KL670_SAMN141275	15	gnd	gluconate-6-phosphate dehydrogenase	167
KL671_SAMEA10122	0	galF	UDP-glucose pyrophosphorylase	171
KL671_SAMEA10122	1	rmlB	dTDP-glucose 4,6-dehydratase 2	380
KL671_SAMEA10122	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL671_SAMEA10122	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL671_SAMEA10122	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL671_SAMEA10122	5	?	hypothetical protein	326
KL671_SAMEA10122	6	?	hypothetical protein	257
KL671_SAMEA10122	7	?	hypothetical protein	360
KL671_SAMEA10122	8	?	hypothetical protein	437
KL671_SAMEA10122	9	?	hypothetical protein	306
KL671_SAMEA10122	10	?	hypothetical protein	430
KL671_SAMEA10122	11	?	hypothetical protein	333
KL671_SAMEA10122	12	wzy_KL169	capsule sugar polymerase	396
KL671_SAMEA10122	13	?	hypothetical protein	357
KL671_SAMEA10122	14	gtr527	N-glycosyltransferase	314
KL671_SAMEA10122	15	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	480
KL671_SAMEA10122	16	?	hypothetical protein	474
KL671_SAMEA10122	17	wbaP1	UDP-Gal::undecaprenolphosphate Gal-1-P transferase	476
KL671_SAMEA10122	18	gnd	gluconate-6-phosphate dehydrogenase	167
KL672_SAMEA11266	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL672_SAMEA11266	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL672_SAMEA11266	2	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL672_SAMEA11266	3	?	hypothetical protein	477
KL672_SAMEA11266	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	482
KL672_SAMEA11266	5	gtr121	hypothetical protein	315
KL672_SAMEA11266	6	?	hypothetical protein	361
KL672_SAMEA11266	7	?	hypothetical protein	205
KL672_SAMEA11266	8	?	hypothetical protein	333
KL672_SAMEA11266	9	?	hypothetical protein	427
KL672_SAMEA11266	10	rmlB	dTDP-glucose 4,6-dehydratase 2	338
KL672_SAMEA11266	11	?	hypothetical protein	274
KL672_SAMEA11266	12	?	hypothetical protein	437
KL672_SAMEA11266	13	?	hypothetical protein	359
KL672_SAMEA11266	14	?	hypothetical protein	257
KL672_SAMEA11266	15	?	hypothetical protein	324
KL672_SAMEA11266	16	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL672_SAMEA11266	17	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL672_SAMEA11266	18	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL672_SAMEA11266	19	rmlB_2	dTDP-glucose 4,6-dehydratase 2	361
KL672_SAMEA11266	20	galF	UDP-glucose pyrophosphorylase	340
KL672_SAMEA11266	21	?	hypothetical protein	106
KL673_SAMN023681	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL673_SAMN023681	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL673_SAMN023681	2	?	hypothetical protein	132
KL673_SAMN023681	3	?	hypothetical protein	403
KL673_SAMN023681	4	?	hypothetical protein	376
KL673_SAMN023681	5	?	hypothetical protein	367
KL673_SAMN023681	6	?	hypothetical protein	344
KL673_SAMN023681	7	?	hypothetical protein	263
KL673_SAMN023681	8	?	hypothetical protein	208
KL673_SAMN023681	9	?	hypothetical protein	376
KL673_SAMN023681	10	?	hypothetical protein	407
KL673_SAMN023681	11	?	hypothetical protein	428
KL673_SAMN023681	12	?	hypothetical protein	415
KL673_SAMN023681	13	?	hypothetical protein	253
KL673_SAMN023681	14	neuA	CMP-N-acetylneuraminic acid synthetase	228
KL673_SAMN023681	15	?	hypothetical protein	320
KL673_SAMN023681	16	?	hypothetical protein	351
KL673_SAMN023681	17	?	hypothetical protein	210
KL673_SAMN023681	18	neuB	acetylneuraminic acid synthetase	357
KL673_SAMN023681	19	?	hypothetical protein	388
KL673_SAMN023681	20	?	hypothetical protein	383
KL673_SAMN023681	21	?	hypothetical protein	396
KL673_SAMN023681	22	galF	UDP-glucose pyrophosphorylase	297
KL673_SAMN023681	23	?	hypothetical protein	107
KL674_SAMN203917	0	ugd1	UDP-glucose 6-dehydrogenase	100
KL674_SAMN203917	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL674_SAMN203917	2	?	hypothetical protein	475
KL674_SAMN203917	3	?	hypothetical protein	245
KL674_SAMN203917	4	?	hypothetical protein	540
KL674_SAMN203917	5	?	hypothetical protein	125
KL674_SAMN203917	6	?	hypothetical protein	373
KL674_SAMN203917	7	?	hypothetical protein	367
KL674_SAMN203917	8	?	hypothetical protein	320
KL674_SAMN203917	9	manB	phosphomannomutase	472
KL674_SAMN203917	10	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	474
KL674_SAMN203917	11	?	hypothetical protein	371
KL674_SAMN203917	12	?	hypothetical protein	376
KL674_SAMN203917	13	galF	UDP-glucose pyrophosphorylase	297
KL674_SAMN203917	14	?	hypothetical protein	108
KL675_SAMD005010	0	galF	UDP-glucose pyrophosphorylase	178
KL675_SAMD005010	1	?	hypothetical protein	315
KL675_SAMD005010	2	?	hypothetical protein	347
KL675_SAMD005010	3	?	hypothetical protein	186
KL675_SAMD005010	4	?	hypothetical protein	33
KL675_SAMD005010	5	?	hypothetical protein	589
KL675_SAMD005010	6	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL675_SAMD005010	7	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL675_SAMD005010	8	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL675_SAMD005010	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL675_SAMD005010	10	wzx_KL178	flippase	380
KL675_SAMD005010	11	?	hypothetical protein	388
KL675_SAMD005010	12	gtr124	polysaccharide biosynthesis protein	364
KL675_SAMD005010	13	gtr71	Glycosyl transferase family 2	289
KL675_SAMD005010	14	gtr420	glycosyltransferase	370
KL675_SAMD005010	15	gnd	gluconate-6-phosphate dehydrogenase	167
KL676_SAMN124385	0	galF	UDP-glucose pyrophosphorylase	166
KL676_SAMN124385	1	gtr333	putative glycosyltransferase	322
KL676_SAMN124385	2	gtr502	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)- diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase	369
KL676_SAMN124385	3	?	hypothetical protein	350
KL676_SAMN124385	4	gtr203	Glycogen synthase	363
KL676_SAMN124385	5	?	hypothetical protein	372
KL676_SAMN124385	6	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	478
KL676_SAMN124385	7	manB	phosphomannomutase	457
KL676_SAMN124385	8	?	hypothetical protein	163
KL676_SAMN124385	9	?	hypothetical protein	201
KL676_SAMN124385	10	?	hypothetical protein	378
KL676_SAMN124385	11	?	hypothetical protein	162
KL676_SAMN124385	12	wzx_KL23	flippase	427
KL676_SAMN124385	13	gtr338	Glycosyl transferases group 1	392
KL676_SAMN124385	14	gnd	gluconate-6-phosphate dehydrogenase	167
KL677_SAMEA39032	0	galF	UDP-glucose pyrophosphorylase	180
KL677_SAMEA39032	1	?	hypothetical protein	396
KL677_SAMEA39032	2	?	hypothetical protein	383
KL677_SAMEA39032	3	?	hypothetical protein	368
KL677_SAMEA39032	4	neuB	acetylneuraminic acid synthetase	357
KL677_SAMEA39032	5	?	hypothetical protein	211
KL677_SAMEA39032	6	?	hypothetical protein	351
KL677_SAMEA39032	7	?	hypothetical protein	319
KL677_SAMEA39032	8	neuA	CMP-N-acetylneuraminic acid synthetase	236
KL677_SAMEA39032	9	?	hypothetical protein	253
KL677_SAMEA39032	10	?	hypothetical protein	380
KL677_SAMEA39032	11	?	hypothetical protein	359
KL677_SAMEA39032	12	?	hypothetical protein	421
KL677_SAMEA39032	13	?	hypothetical protein	346
KL677_SAMEA39032	14	?	hypothetical protein	368
KL677_SAMEA39032	15	?	hypothetical protein	376
KL677_SAMEA39032	16	?	hypothetical protein	404
KL677_SAMEA39032	17	?	hypothetical protein	136
KL677_SAMEA39032	18	?	hypothetical protein	81
KL677_SAMEA39032	19	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL677_SAMEA39032	20	rmlD	dTDP-4-dehydrorhamnose reductase	300
KL677_SAMEA39032	21	rmlA	Glucose-1-phosphate thymidylyltransferase 2	293
KL677_SAMEA39032	22	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	187
KL677_SAMEA39032	23	gnd	gluconate-6-phosphate dehydrogenase	167
KL678_SAMEA10184	0	ugd1	UDP-glucose 6-dehydrogenase	77
KL678_SAMEA10184	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL678_SAMEA10184	2	wbaP4	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase	480
KL678_SAMEA10184	3	?	hypothetical protein	472
KL678_SAMEA10184	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	477
KL678_SAMEA10184	5	gtr624	putative rhamnosyltransferase	310
KL678_SAMEA10184	6	?	hypothetical protein	359
KL678_SAMEA10184	7	wzy_KL169	capsule sugar polymerase	181
KL678_SAMEA10184	8	?	hypothetical protein	333
KL678_SAMEA10184	9	?	hypothetical protein	432
KL678_SAMEA10184	10	rmlB	dTDP-glucose 4,6-dehydratase 2	338
KL678_SAMEA10184	11	?	hypothetical protein	281
KL678_SAMEA10184	12	?	hypothetical protein	437
KL678_SAMEA10184	13	?	hypothetical protein	359
KL678_SAMEA10184	14	?	hypothetical protein	257
KL678_SAMEA10184	15	?	hypothetical protein	324
KL678_SAMEA10184	16	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL678_SAMEA10184	17	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL678_SAMEA10184	18	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL678_SAMEA10184	19	rmlB_2	dTDP-glucose 4,6-dehydratase 2	362
KL678_SAMEA10184	20	galF	UDP-glucose pyrophosphorylase	297
KL678_SAMEA10184	21	?	hypothetical protein	105
KL679_SAMEA10407	0	ugd1	UDP-glucose 6-dehydrogenase	100
KL679_SAMEA10407	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL679_SAMEA10407	2	manB	phosphomannomutase	456
KL679_SAMEA10407	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	472
KL679_SAMEA10407	4	gtr232	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	371
KL679_SAMEA10407	5	gtr475	glycosyltransferase	352
KL679_SAMEA10407	6	?	hypothetical protein	417
KL679_SAMEA10407	7	gtr224	glycosyl transferase	275
KL679_SAMEA10407	8	?	hypothetical protein	389
KL679_SAMEA10407	9	?	hypothetical protein	413
KL679_SAMEA10407	10	?	hypothetical protein	496
KL679_SAMEA10407	11	galF	UDP-glucose pyrophosphorylase	297
KL679_SAMEA10407	12	?	hypothetical protein	108
KL680_SAMN103616	0	ugd1	UDP-glucose 6-dehydrogenase	79
KL680_SAMN103616	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL680_SAMN103616	2	manB	phosphomannomutase	456
KL680_SAMN103616	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	475
KL680_SAMN103616	4	?	hypothetical protein	338
KL680_SAMN103616	5	atr30	hypothetical protein	205
KL680_SAMN103616	6	?	hypothetical protein	349
KL680_SAMN103616	7	?	hypothetical protein	324
KL680_SAMN103616	8	gtr599	rhamnosyl transferase	297
KL680_SAMN103616	9	atr30_2	hypothetical protein	192
KL680_SAMN103616	10	atr25	Maltose O-acetyltransferase	169
KL680_SAMN103616	11	?	hypothetical protein	495
KL680_SAMN103616	12	?	hypothetical protein	275
KL680_SAMN103616	13	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	183
KL680_SAMN103616	14	rmlA	Glucose-1-phosphate thymidylyltransferase 2	287
KL680_SAMN103616	15	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL680_SAMN103616	16	galF	UDP-glucose pyrophosphorylase	297
KL680_SAMN103616	17	?	hypothetical protein	91
KL681_SAMN094292	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL681_SAMN094292	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL681_SAMN094292	2	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL681_SAMN094292	3	?	hypothetical protein	477
KL681_SAMN094292	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL681_SAMN094292	5	gtr121	hypothetical protein	314
KL681_SAMN094292	6	gtr331	glycosyl transferase family 1	353
KL681_SAMN094292	7	?	hypothetical protein	333
KL681_SAMN094292	8	?	hypothetical protein	427
KL681_SAMN094292	9	rmlB	dTDP-glucose 4,6-dehydratase 2	338
KL681_SAMN094292	10	?	hypothetical protein	274
KL681_SAMN094292	11	?	hypothetical protein	437
KL681_SAMN094292	12	?	hypothetical protein	359
KL681_SAMN094292	13	?	hypothetical protein	257
KL681_SAMN094292	14	?	hypothetical protein	324
KL681_SAMN094292	15	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL681_SAMN094292	16	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL681_SAMN094292	17	rmlD	dTDP-4-dehydrorhamnose reductase	268
KL681_SAMN094292	18	rmlB_2	dTDP-glucose 4,6-dehydratase 2	361
KL681_SAMN094292	19	galF	UDP-glucose pyrophosphorylase	297
KL681_SAMN094292	20	?	hypothetical protein	106
KL682_SAMN062875	0	galF	UDP-glucose pyrophosphorylase	175
KL682_SAMN062875	1	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL682_SAMN062875	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL682_SAMN062875	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL682_SAMN062875	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	176
KL682_SAMN062875	5	?	hypothetical protein	512
KL682_SAMN062875	6	wzy_KL169	capsule sugar polymerase	392
KL682_SAMN062875	7	?	hypothetical protein	361
KL682_SAMN062875	8	gtr121	hypothetical protein	315
KL682_SAMN062875	9	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL682_SAMN062875	10	?	hypothetical protein	477
KL682_SAMN062875	11	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL682_SAMN062875	12	atr50	acetyltransferase	103
KL682_SAMN062875	13	?	hypothetical protein	326
KL682_SAMN062875	14	?	hypothetical protein	286
KL682_SAMN062875	15	gnd	gluconate-6-phosphate dehydrogenase	167
KL683_SAMN122657	0	gnd	gluconate-6-phosphate dehydrogenase	414
KL683_SAMN122657	1	?	hypothetical protein	370
KL683_SAMN122657	2	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL683_SAMN122657	3	?	hypothetical protein	477
KL683_SAMN122657	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL683_SAMN122657	5	gtr121	hypothetical protein	315
KL683_SAMN122657	6	?	hypothetical protein	361
KL683_SAMN122657	7	wzy_KL169	capsule sugar polymerase	392
KL683_SAMN122657	8	?	hypothetical protein	512
KL683_SAMN122657	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	176
KL683_SAMN122657	10	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL683_SAMN122657	11	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL683_SAMN122657	12	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL683_SAMN122657	13	galF	UDP-glucose pyrophosphorylase	297
KL684_SAMN122391	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL684_SAMN122391	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL684_SAMN122391	2	?	hypothetical protein	298
KL684_SAMN122391	3	gtr389	glycosyltransferase	245
KL684_SAMN122391	4	?	hypothetical protein	388
KL684_SAMN122391	5	?	hypothetical protein	411
KL684_SAMN122391	6	manB	phosphomannomutase	457
KL684_SAMN122391	7	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	482
KL684_SAMN122391	8	gmm	GDP-mannose mannosyl hydrolase	166
KL684_SAMN122391	9	fcl	GDP-fucose synthetase	308
KL684_SAMN122391	10	gmd	GDP-D-mannose dehydratase	372
KL684_SAMN122391	11	?	hypothetical protein	374
KL684_SAMN122391	12	?	hypothetical protein	45
KL684_SAMN122391	13	?	hypothetical protein	338
KL684_SAMN122391	14	galF	UDP-glucose pyrophosphorylase	297
KL684_SAMN122391	15	?	hypothetical protein	107
KL685_SAMN058805	0	ugd1	UDP-glucose 6-dehydrogenase	82
KL685_SAMN058805	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL685_SAMN058805	2	?	hypothetical protein	337
KL685_SAMN058805	3	?	hypothetical protein	373
KL685_SAMN058805	4	gtr365	N-acetylgalactosamine-N, N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase	367
KL685_SAMN058805	5	?	hypothetical protein	360
KL685_SAMN058805	6	?	hypothetical protein	387
KL685_SAMN058805	7	gtr25	Putative glycosyltransferase EpsE	319
KL685_SAMN058805	8	atr52	putative oligosaccharide transferase	188
KL685_SAMN058805	9	?	hypothetical protein	366
KL685_SAMN058805	10	wzx_KL68	flippase	475
KL685_SAMN058805	11	rmlA	Glucose-1-phosphate thymidylyltransferase 2	288
KL685_SAMN058805	12	rmlB	dTDP-glucose 4,6-dehydratase 2	357
KL685_SAMN058805	13	galF	UDP-glucose pyrophosphorylase	298
KL685_SAMN058805	14	?	hypothetical protein	104
KL686_SAMN123597	0	ugd1	UDP-glucose 6-dehydrogenase	85
KL686_SAMN123597	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL686_SAMN123597	2	?	hypothetical protein	135
KL686_SAMN123597	3	?	hypothetical protein	402
KL686_SAMN123597	4	?	hypothetical protein	376
KL686_SAMN123597	5	?	hypothetical protein	368
KL686_SAMN123597	6	?	hypothetical protein	344
KL686_SAMN123597	7	?	hypothetical protein	264
KL686_SAMN123597	8	?	hypothetical protein	340
KL686_SAMN123597	9	?	hypothetical protein	420
KL686_SAMN123597	10	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL686_SAMN123597	11	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL686_SAMN123597	12	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL686_SAMN123597	13	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL686_SAMN123597	14	?	hypothetical protein	87
